model_name,split,n_examples,accuracy,precision,recall,f1,macro_f1
tfidf_logreg,train,1816,0.9355726872246696,0.9230769230769231,0.9554140127388535,0.9389671361502347,0.9353727809031057
tfidf_linear_svm,train,1816,0.9994493392070485,0.9989395546129375,1.0,0.9994694960212201,0.9994485430878854
tfidf_logreg,validation,568,0.7799295774647887,0.7744807121661721,0.8419354838709677,0.8068006182380216,0.7755884481783155
tfidf_linear_svm,validation,568,0.7482394366197183,0.7537993920972644,0.8,0.7762128325508607,0.7442432372009837
tfidf_logreg,test,715,0.7062937062937062,0.6853146853146853,0.7967479674796748,0.7368421052631579,0.7022818121252499
tfidf_linear_svm,test,715,0.7034965034965035,0.6938271604938272,0.7615176151761518,0.7260981912144703,0.7014637297535766
