model_name,split,n_examples,accuracy,precision,recall,f1,macro_f1
distilbert,test,715,0.7958041958041958,0.7699757869249395,0.8617886178861789,0.8132992327365729,0.7939952953806322
tfidf_logreg,test,715,0.7062937062937062,0.6853146853146853,0.7967479674796748,0.7368421052631579,0.7022818121252499
tfidf_linear_svm,test,715,0.7034965034965035,0.6938271604938272,0.7615176151761518,0.7260981912144703,0.7014637297535766
